"id","question_name","category","status"
"","ప్రపంచంలో ఎక్కువ జనాభా గల ప్రాంతాలలో ఆహారపు కొరత ఉంటుంది. అక్కడ ఈ క్రింది వాటిలో వినియోగం ఉంటుంది","1","1"
"","జనుము ఉత్పత్తి చేసే దేశాల్లో వాటి వినియోగం ఈ క్రింది క్రమంలో ఉంటుంది","1","1"
"","ఈ క్రింద వ్యవహరించబడిన వృక్ష/జంతు సముదాయములలో అత్యదిక ఉష్ణోగ్రతల దగ్గర పెరుగుతూ, తదనుగుణంగా వృద్ధి కనబరుచుతాయి","1","1"
"","స్మోగ్' వాతావరణ పరిస్థితితో, ఏ క్రింది కారకాలు ముఖ్యంగా కంటికి ప్రమాదకారిగా దోహదం చేస్తుంది","1","1"
"","కోల్ బర్నింగ్ పవర్ ప్లాంట్స్ మరియు ఫ్యాక్టరీలు 86% వరకు ఈ క్రింద పేర్కొన్న వాయువు ఆమ్లాలను వాతావరణంలోకి వదిలివేయబడుతాయి","1","1"
"","ప్రతి ఒక జీవరాశులలో 'కణం' అనే ప్రాథమిక అంశాలలో నిర్మింపబడి వుందని, ప్రతి కణం ప్రాథమికంగా నిర్మాణాత్మక, క్రియాత్మక ప్రమాణమని తన సిద్ధాంతములలో ఒక ముఖ్యాంశాములుగా పేర్కొనినవారు
1. లూయిస్ పాశ్చర్
2. ఎం.జె. షైడ్లన్
3. రాబర్ట్ హుక్
4. స్క్వాన్","1","1"
"","ఒక కేంద్రపూర్వ కానమును వికేంద్రకణమును ఈ క్రింది విధంగా విభేదించవచ్చును
1. ఒకే ఒక కణంను కలిగి ఉంటుంది
2. కణాంగాలైన మైటోకాండ్రియా మరియు గాల్జి కేంద్రకాలను కలిగి యుండుట
3. త్వచయిత కేంద్రకాలను లేకపోవుటను
4. రైబోజోమ్ లు లేకపోవుటను","1","1"
"","ఈ క్రింది వానిలో 'ప్రోక్యారియోటిక్ కేంద్రక పూర్వకణము' కానిది ఏది?
1. కొరెల్లా
2. ఇన్ ఫ్లూయెంజా
3. ట్యూబర్ క్యులోసిస్ బ్యాక్టీరియా
4. ఈస్ట్","1","1"
"","ఒక జంతుకణం, ప్రాథమికంగా ఒక వృక్షకణం నుండి ఈ క్రింది విధంగా విఛేదనం చూపుతుంది","1","1"
"","వివిధ రకాల జీవన రసాయన చర్యల్లో ఎంజైములలో అతి ముఖ్యమైన నిర్మాణాంశాలైన కో ఎంజైమ్స్ చర్య ప్రక్రియలో తోడ్పడుతుంది. ఈ కో ఎంజైమ్ ముఖ్యంగా ఈ క్రింది జీవే పదార్థాల నుండి ఉత్పన్నం అవుతాయి
1. రైబో ఫ్లోవిన్
2. నికోటినమైడ్
3. ఆస్కార్బిక్ ఆమ్లం
4. గ్లూటమేట్","1","1"
"","ఫలదీకరణ సమయంలో శుక్రకణం అండంలోకి చొచ్చుకు పోవు సమయంలో ఈ క్రింద పేర్కొన్న ఎంజైములు తోడ్పడతాయి
1. ట్రిప్పీన్ లాంటి ఎంజైములు
2. హైయలో రోనిడేస్
3. స్పెర్మెజ్
4. స్పెర్మిన్","1","1"
"","ఈ క్రింది ఇవ్వబడిన వ్యాధుల సమూహాలలో లోపరహితం కారణంగా వచ్చేవి 
1. సాధారణ గాయిటర్ మరియు ఓరియంటల్ సోర్
2. గ్జెరా ఫ్తాల్మియా మరియు వర్ణంధత్వం
3. రేచీకటి మరియు మరాస్మస్
4. బెరిబెరి మరియు ఆస్ట్రియోమలేషియే","1","1"
"","క్షీరదాల హృదయవరణంలో రక్త ప్రసరణ దశలు ఈ క్రింది విధంగా తెలపబడ్డాయి
1. ఎడమ కర్ణిక
2. ఎడమ జటరిక
3. కుడి కర్ణిక
4.'కుడి జటరిక","1","1"
"","పశువుల పై దవడలలో శాశ్వత రధనికల సంఖ్య","1","1"
"","ఒక కోడిగుడ్డులో కార్బోహైడ్రేట్ ల భారం","1","1"
"","ప్రపంచ ప్రసిద్ధిగాంచిన అధిక గుడ్లు పెట్టే కోళ్ళ జాతి ఏది?","1","1"
"","భారతదేశంలో పొడవైన గొర్రెజాతి","1","1"
"","ఈ క్రింది జంతువులలో నెమరు వేయనిది ఏది?","1","1"
"","""గల్లస్, గాలస్"" క్రింద ఇవ్వబడిన వయస్సులో లైంగిక పరిపక్వతను చూపుతుంది","1","1"
"","పశు సంపదలో ఈ క్రింది వ్యాధి కారకంగా వంజత్వం వస్తుంది","1","1"
"","ఈ క్రింది వ్యాధులలో వైరస్ వల్ల రానిది ఏది?","1","1"
"","దేశ వ్యాప్తంగా ఈ క్రింది రాష్ట్రంలో అత్యధిక సంఖ్యలో పందులు కలవు","1","1"
"","బైకాన్, హామ్ మరియు లార్డ్, ఈ పదాలు కింద ఇవ్వబడిన పశు సంపదకు సంబంధించింది ","1","1"
"","రాజస్థాన్ లోని ఏ జాతి గొర్రెల నుండి మన్నిక గల ఉన్నిని తీస్తారు","1","1"
"","ఆవు, బర్రెల లాంటి జీవాలలో పై, కింది దవడలలో శాశ్వత రధనికల సంఖ్య","1","1"
"","యూరప్ లాంటి దేశాలకు ఎగుమతి అయ్యే అతిమన్నిక గల కార్పెట్ లను తయారు చేయగలిగే, జోరియా ఊలును ఈ క్రింది గొర్రె జాతి నుండి తీస్తారు","1","1"
"","ఒంటెలో గర్భావది కాలం","1","1"
"","భారతదేశ ఆర్థిక వ్యవస్థలో మేక సంతతి ఆర్థిక వనరుల వాటా","1","1"
"","నాన్నీ అనేది ఏ జాతికి చెందిన ఆడ జంతువు","1","1"
"","మేక జాతిలో పాశ్ మేనియా అనేది క్రింది జాతి నుంచి ఉద్భవించింది","1","1"
"","ఈ క్రింది వ్యాధులలో బాక్టీరియా వ్యాధులకు సంబంధించినవి
1. ఏవియన్ డిఫ్తీరియా
2. మ్యాస్టిటీస్
3. బ్లాక్ క్వాటర్
4. ఫూట్రాట్","1","1"
"","మెదడు పనితనాన్ని తెలియజేసే యంత్రం ఎలక్ట్రో ఎన్ సెఫెలో గ్రామ వాని సాంకేతిక వివరణలు ఈ క్రింది వ్యాధి నిర్ధారణలో ఉపయోగపడుతుంది
1. ఎపిలెప్సి
2. మెదడుకు ఇన్ఫెక్షన్స్, మెదడుపై మందుల ప్రభావం
3. నిద్ర మరియు వాటి యొక్క అసాధారణ రూపాలు
4. బ్రెయిన్ డెత్","1","1"
"","ఈ క్రింది వ్యాధుల పేరులో వ్యాధి జనక ప్రోటోజోవాల వలన వచ్చే వ్యాధులను గుర్తించండి
1. కోకైడయోసీస్
2. బేబీషియోసీస్
3. స్పోరింగ్ వ్యాధి
4. జానీస్ వ్యాధి'","1","1"
"","వృక్ష కణ దేహాలలోని విభాజ్యా కణజాలం ప్రాథమికంగా ఈ విధులను నిర్వర్తిస్తుంది","1","1"
"","వాణిజ్యపరంగా కార్క్ అనేది ఈ క్రింది వృక్షం నుంచి తీసే బెరడు","1","1"
"","ఏపిడర్మిస్ అనేది పత్రం యొక్క పైన ఉన్న త్వచపు కణజాలం దీనిలో వాయు వ్యాపనాన్ని నిర్వర్తించే రంధ్రాలను ఈ విధంగా పిలుస్తారు","1","1"
"","స్త్రీ మరియు పురుష పుష్పాలు కలిగి ఉన్నటువంటి వృక్షాన్ని ఏమంటారు?","1","1"
"","సబ్-జీరో ఉష్ణోగ్రతల వద్ద బ్యాక్టీరియా ఈ కాలం వరకు జీవించగలదు","1","1"
"","ఒక గ్రాము ఫలవంతమైన నేలలో బ్యాక్టీరియాలు సుమారుగా","1","1"
"","మొదటిసారిగా ప్యూర్ కల్చర్ లో బ్యాక్టీరియాను వృద్ధిపరిచిన శాస్త్రవేత్త","1","1"
"","బ్యాక్టీరియాల వల్ల వృక్షానికి కలిగే వ్యాధి","1","1"
"","ఆమీస్ పరీక్ష ఈ పరీక్షను తెలుపుతుంది","1","1"
"","అనువంశికత లక్షణాలను క్రమబద్దీకరణం చేసే కారకాన్ని జీన్ అనే మాటను ప్రవేశపెట్టిన వారు","1","1"
"","మానవునిలో 23 జతల క్రోమోజోములు వున్నాయి. ఒక స్త్రీలోని 23 జతల క్రోమోజోముల్లో ఎన్ని రకాల అండాలు వుంటే విషమ యుగ్మాజా స్థితిగా భావించవచ్చు","1","1"
"","వృక్ష రాజ్యంలో అతిపొడవైన సిద్ధ బీజాలు కలిగి ఉన్న మొక్కలు","1","1"
"","ద్విఫలదీకరణ అనేది ఈ క్రింది మొక్కల ముఖ్య లక్షణం","1","1"
"","బాగా ఎదిగిన వృక్షం నుంచి ప్రయోగాత్మకంగా లైంగిక సంబంధ అవయవాలను మినహాయించి సరికొత్త మొక్కగా వృద్ధి చెందితే ఈ దృగ్విషయాన్ని ఈ విధంగా పిలుస్తారు","1","1"
"","పరిణామ క్రమంలో బాగా అభివృద్ధి చెందిన వృక్షాలు మరియు జంతువులు సర్వసాధారణంగా ద్వయ స్థితికాలు, ఇవి తమ శరీరంలో 2 జతల క్రోమోజోమ్ లను కలిగి ఉంది అయినను ఏవి ఏకస్థితిక పుప్పొడి రేణువుల నుంచి వృక్షంగా అభివృద్ధి చెందగలదు. ఈ దృగ్విషయాన్ని ప్రయోగాత్మకంగా మొదట నిరూపించినవారు","1","1"
"","అభివృద్ధి చెందిన జీవరాశులైన వృక్షాలు, జంతువులు మరియు మానవునితో సహా అన్ని కూడా తమ జీవిత చక్రాన్ని ఒకే ఒక ప్రాథమిక కణంతో ప్రారంభిస్తాయి. ఈ ప్రాథమిక కణమైన జైగోట్, తదుపరి దశలో విభజనను పునరావృత్తంగా చూపుతూ పూర్తి జీవిగా అభివృద్ధి చెందుతుంది. ఈ విభజనను ఈ క్రింది విధంగా వర్ణించవచ్చు","1","1"
"","ఒక కణం విభజన కావడానికి వాటిలోని DNA నిర్మాణం కూడా ద్విగునీకరణ కావడం అత్యవసరం. ఈ ద్విగునీకరణము ఈ కణ విభజన సమయంలో జరుగుతుంది","1","1"
"","""జంపింగ్ జీన్స్"" అను సిద్దాంతాన్ని ప్రతిపాదించినవారు ","1","1"
"","ఈ క్రింది శాస్త్రవేత్తలలో వైజ్ఞానిక రంగంలో రెండుసార్లు నోబుల్ బహుమతి పొందిన శాస్త్రవేత్త ఎవరు?","1","1"
"","జీవకోటికి ప్రాణాధారమైన కిరణజన్య సంయోగక్రియ వృక్షాల జీవక్రియల్లో ప్రధానమైనది. క్రింది శాస్త్రవేత్తల్లో ఈ విభాగానికి చెందినవారిని గుర్తించండి","1","1"
"","టోమోటో, వంకాయ, బంగాళాదుంపలు, పొగాకు పెటూనీయ మరియు జాజి మల్లె ఈ క్రింది కుటుంబానికి చెందినవి","1","1"
"","చెరకు పంట నుంచి సుక్రోజ్ నిల్వలు తగ్గిపోవడానికి కారణాలు","1","1"
"","సాధారణంగా పంటలు పండించేందుకు అనువుగా వుండే నేలల PH విలువ","1","1"
"","క్షయకరణ విభజనలో ప్రోపెజ్-I దశలో సమరూప క్రోమోజోములు జతకావడాన్ని ఈ క్రింది విధంగా పేర్కొంటారు","1","1"
"","బయోటెక్నాలజీ శాస్త్రపరిజ్ఞానం పరిధిలోనికి వచ్చే ఈ క్రింది విషయాలు","1","1"
"","వైరస్ ల సంక్రమణం ద్వారా దేహకణములో ఉత్పత్తి అయిన ప్రోటీనులను ఏమంటారు?","1","1"
"","చాక్లెట్లు అతిగా తినడం వల్ల ఆరోగ్యానికి హానికర దాతువు ఏది?","1","1"
"","మానవుని రక్తంలో సహజంగా ఉండే ప్రతిరక్త స్కందనపదార్థం ","1","1"
"","ఈ క్రింది వాటిని ఉపయోగించి వాతావరణంలో కీటకాలు, వాటిని భక్షించే జీవులకు మధ్య సహజ సంతులాన్ని పెంపొందించేందుకు మార్గం","1","1"
"","తేనె టీగల్లోని ముళ్ళు ఈ క్రింది నిర్మాణాల రూపాంతరం","1","1"
"","ఈ క్రింది వానిలో విభిన్నమైనది ఏది?","1","1"
"","జెరియాట్రిక్స్ అనునది వీనికి సంబంధించింది","1","1"
"","ప్రతి సంవత్సరం 200 సెం.మీ వర్షపాతం నమోదయ్యే అడవులు","1","1"
"","హైపర్ మాన్షియా అనగా","1","1"
"","ఒకవేళ ఒక వ్యక్తిలోని చేతి భాగానికి రక్తాన్ని సరఫరా చేసే వ్యవస్థను పూర్తిగా ఆపుదల చేస్తే ఆ స్థానంలో కణజాలం నశించిపోయే స్థితిని ఈ క్రింది విధంగా పేర్కొనవచ్చు","1","1"
"","ఆపరేషన్ తర్వాత ఏర్పడే తెల్లటి వ్యర్థ పదార్థాలు, విష పదార్థాల వలన చనిపోవడాన్ని గుర్తించిన శాస్త్రవేత్తలు","1","1"
"","ఈ క్రింది కిరణాల దుష్ప్రభావాల వలన డాక్టర్, ఇతర టెక్నీషియన్ లకు కేటారాక్ట్ దెబ్బతినే అవకాశం ఉంది","1","1"
"","పొగాకు త్రాగడం వల్ల వచ్చే పొగలో ఉండే ఏ పదార్ధం ఆరోగ్యానికి హానికరమైంది","1","1"
"","ఈ క్రింది గ్రూపుల్లో దంతాలు లేని జీవులు","1","1"
"","స్త్రీల కంటే పురుషులలో నడుము మరియు ఇతర అస్థిపంజరము కండరాలు అభివృద్ధి చెందడానికి ప్రాతిపదిక","1","1"
"","ఈ క్రింది వానిలో మెనిస్ట్రువల్ ఋతుచక్రాలను గమనించవచ్చు","1","1"
"","మొక్కలలో ఆహార పదార్థాల రవాణాకు తోడ్పడే కణజాలాలు","1","1"
"","పిండ అభివృద్ధి సమయంలో క్షీరదాల శరీరం ఈ క్రింది సన్నని వెంట్రుకల త్వచంచే కప్పబడి వుంటుంది","1","1"
"","స్కువా అనేది ఒక","1","1"
"","ప్రత్యేక పద్దతిలో ఒక వ్యక్తి నుంచి మరొక వ్యక్తికి సోకని ఇన్ఫెక్షియస్ వ్యాధి","1","1"
"","డెడ్ హార్ట్స్ అనేవి కింది మొక్కల నుంచి ఉత్పత్తి అవుతాయి","1","1"
"","స్వాంప్ జింక లేదా బారా సింగా అనేవి ఈ ప్రాంతంలో కనిపిస్తాయి","1","1"
"","ఈ క్రింది క్షీరదం ఎడారిలో దొరికే సుష్కించిపోయిన విత్తనాలను, పండ్లను ఆకుపచ్చని భాగాలను తిని నీటిని త్రాగకపోయిన వర్దిల్లుతూ వుంటుంది","1","1"
"","ఆధునిక మానవుడు పరిణామ క్రమంలో భూమిమీద ఈ కాలంలో ప్రవేశించాడు","1","1"
"","పొడగాటి అభివృద్ధి చెందిన బార్బెల్స్ ఎక్కడ కనిపిస్తాయి
1. సొర చేప - స్కోలియోడాన్
2. రోహ్ - లేబియో
3. మాళ్ళీ - వాలగ
4. సింగార - మిస్టన్
పై వాటిలో సరైనవి ఏవి?","1","1"
"","లివర్ రాట్' అనునది ఈ క్రింది కారణం వల్ల వస్తుంది
1. లివర్ వర్ట్
2. లివర్ ఫ్లూక్
3. సం.ల కొద్ది అతిగా ఆల్కహాలు సేవించడం వల్ల
4. ఫ్యాషియోల హైపాటికా","1","1"
"","స్ట్రాటో ఆవరణంలో ఓజోన్ పొర తగ్గుదలకు సరైన కారణాలు
1. అతి ఎత్తులో ప్రయాణించే సూపర్ సోనిక్ విమానాల నుండి వెదజల్లబడే రసాయనాలు
2. నత్రజని సంబంధ రసాయన ఎరువుల నుండి నైట్రస్ ఆక్సైడ్ వెలువడడం
3. ట్రోపో ఆవరణంలోని క్లోరిన్ అణువులు ఓజోన్ తో చర్యనొంది వినాశకారి అవుతుంది
 4. రిఫ్రిజిరేషన్ పద్దతిలో ఎయిర్ సోల్ స్ప్రే పాత్రలలో క్లోరోఫ్లోరో కార్బన్స్ ను వాడడం ","1","1"
"","""నోరిన్ - 10"" అనేది ఏమి సూచిస్తుంది?","1","1"
"","19 వ శతాబ్ది కాలంలో ఐరిస్ దేశస్థులు ఈ క్రింది వాని వృక్ష వ్యాధి వలన ఆహారపు తీవ్ర కొరతకు లోని వేలాది మంది చనిపోవడానికి కారణమైంది","1","1"
"","ఈ క్రింద వచ్చే పంటల్లో లూస్ స్మట్ వ్యాధికి సరైనవి ఏవి?
1. బార్లీ
2. మొక్కజొన్న
3. వరి
4. గోధుమ","1","1"
"","ఈ క్రింది ఏ రకపు పంటలు ""ఎర్లీ బ్లైట్"" వ్యాధికి గురవుతున్నాయి?","1","1"
"","మానవ నిర్మిత వంగడం ""ట్రిటికేల్"" ఈ క్రింది విధంగా ఉద్బవిస్తుంది","1","1"
"","ట్రిటికేల్ అనేది మానవ నిర్మిత గింజ ధాన్యం ఇది ఏ రకాల జాతుల కలయిక వలన ఏర్పడుతుంది","1","1"
"","ఆకర్షణ పంటలు అనేవి","1","1"
"","డాక్టర్ సీయాజెత్ జీమ్ ఆర్జీ అనే శాస్త్రవేత్త 1937 సం.కి గాను నోబుల్ ప్రైజ్ అందుకున్నాడు. ఇతని పరిశోదక ఆవిష్కరణలో ఈ క్రింది మొక్క నుంచి విటమిన్ 'సి' ని ఏర్పరచాడు","1","1"
"","కాగిత పరిశ్రమలో కాగితం తయారీలో వివిధ రకాల దారువులు పత్తి విత్తనాలు, లైనిన్ భాగాల నుంచి ఉత్పత్తి అయిన గుజ్జును వాడుతారు. ఈ క్రింది వృక్ష భాగాల నుంచి అతి నాణ్యత గల కాగితాన్ని తయారు చేస్తారు","1","1"
"","సుష్కిత నూనెలు గల ఈ క్రింది పదార్థాలలో సముచిత ప్రాధాన్యత కలిగి ఉంది","1","1"
"","గింజ ధాన్యాలలో మొదటిగా మానవుడు ఉపయోగించినది","1","1"
"","ఒక మొక్క కేవలం సాగుదల ద్వారానే వస్తుంది. ఇలాగ సాగుదల ద్వారానే సాధించబడే మొక్కను ఈ క్రింది విధంగా పిలుస్తారు","1","1"
"","ఈ క్రింద వర్ణింపబడిన పత్ర రంధ్రాల నుంచి ఒకేసారిగా నీరు స్రవించబడుతుంది. వీటిని ఏమందురు?","1","1"
"","మొక్కలలో ఈ కణజాలం ఆహార పదార్థ రవాణాకు తోడ్పడుతుంది","1","1"
"","కొన్ని వృక్షాలు తమంతట తాము ఆహార పదార్థాలను తయారు చేసుకోలేవు అవి ఇతర ఆహార పదార్థాల మీద ఆధారపడతాయి. ఇట్టి వాటిని ఏమంటారు?","1","1"
"","పండ్లు పరిపక్వత రావదానికి ఈ క్రింది పరిస్థితులు అనుకూలం","1","1"
"","90% మేరకు భూగోళం అంతటికి ఆహారాన్ని అందించే  మొక్క జాతులు","1","1"
"","ఈ క్రింది కూరగాయలలో విటమిన్- ఎ సమృద్ధిగా లభిస్తుంది","1","1"
"","వైరస్ లలో జన్యు పదార్ధం","1","1"
"","ఒక గ్రాము ఫలవంత వ్యవసాయక మృత్తికలో వున్న బ్యాక్టీరియాలు","1","1"
"","ట్రైకో దేర్మా విరిదై అనేది ఒక ఫంగస్. ఇది రెండవ ప్రపంచ యుద్ధ సమయంలో ఒక చీడ మొక్కగా గుర్తించారు. ప్రస్తుతం దీన్ని యు.ఎస్.ఏ ఆర్మీ సాగుదల చేస్తుంది. దీని ప్రాధాన్యత","1","1"
"","ఈ క్రింది వృక్ష లేదా జంతు వ్యాధులలో వైరస్ కారకం కానిది
1. బంచీటాప్
2. కురూ
3. ఆకుముడత
4. పొటాటో స్పిండిల్ ట్యూబర్","1","1"
"","క్రింది ద్రాక్ష జాతులను సర్వ సాధారణంగా వైన్ తయారీలో ఉపయోగిస్తారు","1","1"
"","మానవుల, మొక్కల జన్యు లక్షణాలను గుర్తించే జత క్రోమోజోములను సెక్స్ క్రోమోజోములు అంటారు. ఇవి కాక మిగతా క్రోమోజోములను ఏమంటారు?","1","1"
"","మానవునిలో వచ్చే జన్యువు విభేదాలు
1. డౌన్ సిండ్రోమ్
2. హిమోఫీలియా
3. లేస్ నైహాన్ సిండ్రోమ్
4. తాలాస్ మియా 
వీటిలో సెక్సు లింక్డ్ డిజార్డర్స్ ఏవి?","1","1"
"","ఫాక్స్ గ్లో డిజిటాలిస్ అనేది హృదయ సంబంధమైన జబ్బులకు చక్కని నివారిణిగా పనిచేస్తుంది. ఈ మొక్కల క్రింది భాగాలు ఈ మందు తయారీ చేయడానికి ఉపయోగపడతాయి","1","1"
"","ఈ క్రింద ఇవ్వబడిన వాటిని ఆంటీఫంగల్ డ్రగ్స్ గా వ్యవహరిస్తాము","1","1"
"","పురాతన కాలంలో రిఫ్రిజిరేటర్స్ రాకమునుపు, పాలు చెడిపోకుండా రోజుకు రెండు, మూడు సార్లు మరిగించే వారు. దీనికి కారణం","1","1"
"","క్షీరదాల పిండదశలలో వాటి దేహ ఉష్ణోగ్రతలను క్రమపరచునది","1","1"
"","జెరాఫ్తాల్మియా' కు కారణమైన తిండి పదార్థాల కొరత కారణము","1","1"
"","వాయు కాలుష్యం కారణం వలన ఊపిరితిత్తుల క్యాన్సర్ తో పోల్చితే ఈ వ్యాధితో చనిపోయే వారి సంఖ్య ఎక్కువ","1","1"
"","పిండోత్పత్తి దశలలో అంబులికల్ కార్డ్ దీని నుంచి ఉద్భవించుతుంది","1","1"
"","అతి పెద్దదైన మరియు విజయవంతంగా భూమి మీద వర్దిల్లుతున్న జీవరాశులు","1","1"
"","ఈ మందు ఎయిడ్స్ వైరస్ ను నియంత్రించుటలో ఫలితం సాధించింది","1","1"
"","ఈ క్రింది క్షీరదం తన శరీరం నుంచి దుర్వాసన భరితమైన, మంటలు, దురదలు కలిగించేవిగా ఉన్న శ్రావాలను తన రక్షణ ఆయుధాలుగా ఉపయోగించుకుంటాయి","1","1"
"","భారత దేశంలో అతి విశాలమైన వైల్డ్ లైఫ్ శ్యాంక్చురీ ఇచ్చట కలదు","1","1"
"","సర్ కేరియా అనునది ఒక ","1","1"
"","క్రింది సూక్ష్మ జీవనాశకాలను అదే సూక్ష్మ జీవ జాతి అయిన స్టెప్టోమైసిన్ జాతి నుండి తయారుచేస్తారు
1. ఆరోమైసీన్
2. నియామైసీన్
3. పాలీమిక్జిన్
4. స్టెప్టోమైసీన్
ఈ క్రింది వానిలో సరైనది ఏది?","1","1"
"","ఈ క్రింది మొక్కలను గుర్తించండి
1. మొక్కజొన్న
2. సోయాబీన్స్
3. చెరకు
4. గోధుమ
పై వాటిలో సి-4 మొక్కలు ఏవి?","1","1"
"","బాంబిక్స్ మోరి మంచి నాణ్యత గల సిల్క్ దారాలు వున్న కుకూన్. ఇది ఒక","1","1"
"","ప్లాస్మా కణాలు, అనేవి ఒకరకమైన యాంటీబాడీలు. ఇవి క్రింది వానిలో చాలా త్వరితంగా ఉత్పన్నం అవుతాయి","1","1"
"","స్లాత్స్, యాంట్ ఈటర్ మరియు ఆర్మాడిలోకస్ లను ఈ క్రింది సమూహంగా పేర్కొంటారు","1","1"
